_id,workerId,taskID,forecast,treatment,timestamp
JqSNiyJmDYewamGGH,33d61d7566fa5ceb6421134258024c9f6b4c52d9724f7aabe536f4968c5e87f7,6,0,1,1539063306564
xhw2jTaWPWgoLYuMA,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,1,0.45,2,1539063400516
8KYADK7JwAgZof3aH,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,2,0.59,2,1539063400518
XHEY2diGTojPQwWw6,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,3,0.71,2,1539063400519
Q38kCKgcBixffsjKY,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,4,0.15,2,1539063400522
3Mp9BrqpWq77vHYGu,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,5,0.51,2,1539063400522
LkAey2biFQ27BkhKY,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,6,0.5,2,1539063400524
9LDsD7pF9MvFkpap5,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,1,0.64,3,1539063450967
aBPbMRGdzi3rAshvQ,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,2,0.69,3,1539063450973
C4RXufogChgb8Pups,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,3,0.9,3,1539063450978
EpCNFMWTXkHKxrqew,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,4,0.37,3,1539063450981
DfrXAd9vmAQTB34eW,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,5,0.15,3,1539063450984
QKxCbNxKZiTnJcuZN,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,6,0.4,3,1539063450987
PRjtQBh8Rg8tR2peY,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,7,0.77,2,1539063455656
GdshxKStGcR4EWaEi,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,8,0.54,2,1539063455660
9HY5hmEKyYGQcuJep,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,9,0.75,2,1539063455662
6QvX4qsSRy97cbqSG,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,10,0.84,2,1539063455664
TaQaZYWQMTchC7qsi,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,11,0.33,2,1539063455665
A7zh8LoRQbK9m3YTW,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,12,0.49,2,1539063455666
uxTMTpCNSYAgHuB7H,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,7,0.36,3,1539063473343
HBzKbCn2nW7M8bX66,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,8,0.93,3,1539063473345
5podefsGLpDCPRKme,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,9,0.92,3,1539063473347
wGr5oz9WAPcQyKkfF,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,10,0.74,3,1539063473349
BwBWHu8B7LSqZBGjA,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,11,0.57,3,1539063473353
y4NnPDFaownyLapbY,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,12,0.67,3,1539063473355
ZCpSqvbuW6B3htzS9,77c97a0e6836271a333460a914aa40d3f17f1bec6b220883b420a526f4ab6ee0,7,0.8,1,1539063481865
8yCkeFRpJEbrh6kaC,77c97a0e6836271a333460a914aa40d3f17f1bec6b220883b420a526f4ab6ee0,8,0.6,1,1539063481868
DQMHLDHYTAjQpGGkD,77c97a0e6836271a333460a914aa40d3f17f1bec6b220883b420a526f4ab6ee0,9,0.4,1,1539063481871
HYTCbF6zv9aCNW4X7,77c97a0e6836271a333460a914aa40d3f17f1bec6b220883b420a526f4ab6ee0,10,0,1,1539063481871
sMmJBMrkd4M6yDEBE,77c97a0e6836271a333460a914aa40d3f17f1bec6b220883b420a526f4ab6ee0,11,0,1,1539063481872
2ywu6XP8GKbnA9sca,77c97a0e6836271a333460a914aa40d3f17f1bec6b220883b420a526f4ab6ee0,12,0,1,1539063481873
JrPmYoGR8Zqj4wRYx,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,13,0.59,3,1539063482292
FKK5t3NPCdZARD6kE,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,14,0.25,3,1539063482301
Bw4wcu8qGjhgJkZTA,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,15,0.39,3,1539063482309
WJZwMByTJAXx3xY3P,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,16,0.27,3,1539063482313
RqaQxnF9GR2LDossG,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,17,0.72,3,1539063482316
hghDRsMi3L9hYiDxf,1275b27a59dac5ab2b5c1e33d1fa64b4e903ef20349cc39ba8e1a90b99768cc5,18,0.75,3,1539063482320
ExjZLkG9YkkoGnQMk,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,13,0.77,2,1539063518644
kreJcFon9CBJ3XLGL,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,14,0.5,2,1539063518646
AB5BiLHaLwoTBbArx,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,15,0.52,2,1539063518648
uX3nETsQF74g4AYfF,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,16,0.73,2,1539063518649
o6yiuqB93pgHcoedX,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,17,0.6,2,1539063518650
F5iCLe4v87HfPJkQH,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,18,0.46,2,1539063518654
HPZWtmGBzHqaLxo8W,33d61d7566fa5ceb6421134258024c9f6b4c52d9724f7aabe536f4968c5e87f7,7,1,1,1539063473283
ytsdMmDJTwNbtoqdA,33d61d7566fa5ceb6421134258024c9f6b4c52d9724f7aabe536f4968c5e87f7,8,1,1,1539063473284
QsbBE88bppaQDoGn8,33d61d7566fa5ceb6421134258024c9f6b4c52d9724f7aabe536f4968c5e87f7,9,0,1,1539063473284
hRhoMQmrEyysx2wnx,33d61d7566fa5ceb6421134258024c9f6b4c52d9724f7aabe536f4968c5e87f7,10,1,1,1539063473285
y5e5FjmBWCA9wPk4g,33d61d7566fa5ceb6421134258024c9f6b4c52d9724f7aabe536f4968c5e87f7,11,0,1,1539063473286
LtsLDo2tp3BZnP8fz,33d61d7566fa5ceb6421134258024c9f6b4c52d9724f7aabe536f4968c5e87f7,12,0,1,1539063473286
f5LhCXmB5gL2aepoH,77c97a0e6836271a333460a914aa40d3f17f1bec6b220883b420a526f4ab6ee0,13,0,1,1539063540749
inyZMQGKJzSSPt3p4,77c97a0e6836271a333460a914aa40d3f17f1bec6b220883b420a526f4ab6ee0,14,1,1,1539063540751
sRitT43WFpXaXQrbg,77c97a0e6836271a333460a914aa40d3f17f1bec6b220883b420a526f4ab6ee0,15,0.4,1,1539063540752
jEXacfJKTLXZ87wBv,77c97a0e6836271a333460a914aa40d3f17f1bec6b220883b420a526f4ab6ee0,16,0.4,1,1539063540753
zMYom4GkX2qncsTQ5,77c97a0e6836271a333460a914aa40d3f17f1bec6b220883b420a526f4ab6ee0,17,1,1,1539063540753
jiqQhKoWTqdRoaBim,77c97a0e6836271a333460a914aa40d3f17f1bec6b220883b420a526f4ab6ee0,18,1,1,1539063540756
6sdKCQWFQKQTL5xhF,33d61d7566fa5ceb6421134258024c9f6b4c52d9724f7aabe536f4968c5e87f7,13,0,1,1539063714605
GQC4LjhYPKmBdCzMN,33d61d7566fa5ceb6421134258024c9f6b4c52d9724f7aabe536f4968c5e87f7,14,1,1,1539063714606
KXS7JGiupiv4xY5K2,33d61d7566fa5ceb6421134258024c9f6b4c52d9724f7aabe536f4968c5e87f7,15,0,1,1539063714608
Th4DQJuPCRqxWHYep,33d61d7566fa5ceb6421134258024c9f6b4c52d9724f7aabe536f4968c5e87f7,16,0,1,1539063714609
RX54Zb7pofG9ozwtY,33d61d7566fa5ceb6421134258024c9f6b4c52d9724f7aabe536f4968c5e87f7,17,0,1,1539063714612
7is6Hur8t3X3BGS7Y,33d61d7566fa5ceb6421134258024c9f6b4c52d9724f7aabe536f4968c5e87f7,18,0,1,1539063714614
Y9oPQXFcqbizC7KBX,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,1,0.49,2,1539064034421
685ZR6chLvdREeFZs,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,2,0.42,2,1539064034425
fZ7uziiYSaCQrw6RS,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,3,0.61,2,1539064034429
etB3uiJqX7irnBATp,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,4,0.55,2,1539064034433
aHAEmF2cAbCPJkEJk,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,5,0.65,2,1539064034435
3sumw3vdj2CZmXDZr,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,6,0.77,2,1539064034436
zK5sjyAPJG7GxBdoF,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,7,0.81,2,1539064043828
JuRBchqRhTY8qxHcK,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,8,0.58,2,1539064043832
vKcWNguYHHNSQKv2w,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,9,0.52,2,1539064043836
aCxtAbRkA4LHjJWfm,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,10,0.48,2,1539064043842
wqyKJK5dZ3SFLxrZW,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,11,0.68,2,1539064043846
drboKFD6WGcgREC8d,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,12,0.62,2,1539064043848
6qeBz9wsW95ECk7CE,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,13,0.72,2,1539064051832
BrnEK7EauQm7m6YsA,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,14,0.91,2,1539064051836
C7zhcpJz9wJDoZdBC,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,15,0.69,2,1539064051840
aYnZvnLScbdNHKzd2,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,16,0.63,2,1539064051842
f7tffLPLv7vwJkcM5,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,17,0.81,2,1539064051844
tKsuyJqDB9tMfddYB,0779ae8eeaaab38593988dbded54f8313ac1db37dff258c87168f00da17a5683,18,0.56,2,1539064051847
LXWY7oeT7tjRfBEfp,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,1,0.1,4,1539064293832
vRbtKs4AQQJexdaKJ,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,2,0.94,4,1539064293833
Gf4cwfPeSu9eyRP7E,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,3,0.06,4,1539064293833
69bCREHLy6mguQfbw,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,4,0.07,4,1539064293833
uZobwLSSkLT9t2uf4,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,5,0.06,4,1539064293833
Sahsay8hQ9jKx5N3g,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,6,0.02,4,1539064293834
TfW9Eu7kcmSvBEKCc,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,7,1,4,1539064295881
ffoeLKT5H7KnfkLBH,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,8,0.77,4,1539064295881
D2rw42nP5r7nemsji,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,9,0.86,4,1539064295882
mMPLsD6K7jkNv6uvX,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,10,0.13,4,1539064295882
jWp4fS9uaH4EQjkmP,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,11,0.15,4,1539064295882
fbArzFvRkFhjNADaJ,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,12,0.04,4,1539064295882
Sb8QQFx7PbMZpSMvq,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,13,0,4,1539064298358
5C2HLCJPGBqa28fSw,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,14,1,4,1539064298358
5nzwPKpardm2YfdN5,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,15,0.22,4,1539064298359
ohrFyHiumYv8ppZbL,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,16,0.14,4,1539064298359
PjmoLZ75yPJbGRpBm,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,17,0,4,1539064298359
7R2MbaD2rPKsEP6ET,3b8754c33350438fe1bcbe2be9a683240e737e435ab6821d20fa4e85f4ea2818,18,0.08,4,1539064298359
hDhiqkqfHefmT5KzF,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,1,0.19,3,1539065439204
yqRSHKqe2yuWkcJBx,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,2,0.21,3,1539065439209
QQhetAsvpxk7tcdkX,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,3,0.89,3,1539065439211
NpBZb4pKZ2MvCBD7g,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,4,0.64,3,1539065439215
tBaomvHqhH6cLqFHD,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,5,0.14,3,1539065439217
5GvHNXcHsPuuTifc8,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,6,0.1,3,1539065439219
pxCMyeHTMTiRh7Yrm,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,7,0.77,3,1539065461286
YmpGR4ddySBP53Ykf,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,8,0.93,3,1539065461289
zNgvoTtMbTMXmTMMY,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,9,0.04,3,1539065461291
A7i62T6Htbc5j8tvW,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,10,0,3,1539065461293
hvGtBAmZooDCBkEYR,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,11,0,3,1539065461296
ubaWyjWWo2MztuSMX,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,12,0,3,1539065461298
JPKf3Y7MoppqWG5SD,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,13,0,3,1539065484215
FjMJhRByd5Nt2HhM5,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,14,1,3,1539065484217
Y5Cb6gCZkaKHhW7F7,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,15,0.01,3,1539065484218
T74BWA5acc4JNjT2A,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,16,0.98,3,1539065484219
ZpjkvbrotAzru5DpP,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,17,0.09,3,1539065484220
N7mrSgphJ8CqZJyRc,cd44b90ba7443de748b177401cf064900bff3a4de87d9ff0a0f51184c8309d51,18,0.01,3,1539065484222
gXobh3g6Gge6quE5n,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,1,0.67,2,1539065555232
y7HXGLMY3jPJwBaZw,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,2,0.61,2,1539065555233
irHwq8E8LS5YNsStS,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,3,0.42,2,1539065555234
rBfQsjwyjiMuRFvP4,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,4,0.58,2,1539065555235
dfAhgKsoZju8RYJ2K,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,5,0.41,2,1539065555236
MrjKcAmMmHCDQkTiF,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,6,0.66,2,1539065555236
uhGTtQJfYTx4anC6g,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,7,0.42,2,1539065598559
yzXAXvj46cv2zBgrj,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,8,0.58,2,1539065598562
L8tvks5NPBCxWqQdt,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,9,0.34,2,1539065598563
JefG7u5GiH9DfMptB,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,10,0.67,2,1539065598564
ujCxB77fb3sATcFdG,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,11,0.47,2,1539065598564
qyLX2ybLW9qy3BG9z,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,12,0.32,2,1539065598565
QMqyP4hn7aM6ZKd6y,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,13,0.42,2,1539065638333
w3AhsDxW4x6NfJ9wA,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,14,0.32,2,1539065638336
sKNmzw2J5PwJf7ueb,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,15,0.48,2,1539065638337
eDgKSNiXqAFYX7BTh,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,16,0.32,2,1539065638338
WsQgLPTTAE6zGpPHP,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,17,0.42,2,1539065638339
JKb32a7ZBLim5pS3b,e05c7d5b52c1070d22d8d9de3ac0a38a75051a6f28eb16e199f033b17a960ef6,18,0.41,2,1539065638340
8aAoAJ25enoL4QFzQ,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,1,0.52,2,1539065901787
MSrA3NnqfsyWJZKwy,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,2,0.61,2,1539065901793
XH2CpdXanduBznpMz,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,3,0.77,2,1539065901795
tbuwoRGtEM3daxRAt,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,4,0.08,2,1539065901796
rkK6Rk2RMv74rSNoc,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,5,0.52,2,1539065901797
dRePxHvaTxrZNGimc,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,6,0.52,2,1539065901798
Evaok3hNYG3sT2Mff,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,7,0.75,2,1539066000071
K8M8wTYAuKktMyt6k,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,8,0.52,2,1539066000073
Gk9ssAStwmd2NASto,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,9,0.82,2,1539066000074
rLv9k7KawgXLHRCCv,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,10,0.82,2,1539066000075
BvE7ka2pmoZnkrxM4,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,11,0.52,2,1539066000076
q64yR2MiwASyAqmu8,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,12,0.02,2,1539066000079
rLZY5oC5nt95nGtwE,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,1,0.59,2,1539066058051
y9apFcMXvEWb8nbJj,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,2,0.55,2,1539066058054
9Pi8C5E3nAJagvkBn,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,3,0.43,2,1539066058055
3peYH3ZxJcMd42R2s,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,4,0.56,2,1539066058056
BskFqP8LbecCXWEmq,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,5,0.69,2,1539066058058
rR2q9oGNZPqYZQtq2,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,6,0.55,2,1539066058058
ZKcFGvdqaLivoR3Kz,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,7,0.43,2,1539066073706
mdEfuutakHyCfwYxg,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,8,0.52,2,1539066073708
R2qvMEFEQdbpXb5Pb,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,9,0.75,2,1539066073709
gz3bwqxr4g38azi8j,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,10,0.61,2,1539066073710
7L4WpKNKFfQKJChiB,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,11,0.54,2,1539066073711
2DWGXGw93xSTY9jXL,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,12,0.52,2,1539066073712
HnAXQnmbZSqeu3rHE,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,13,0.75,2,1539066088104
GLrD865n9Kh5doCaL,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,14,0.27,2,1539066088105
Bkgpyn5rtL8eFtoFJ,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,15,0.72,2,1539066088105
JtdMaQLwcL5ZB6wSv,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,16,0.8,2,1539066088106
aDdmwRjf8KayxttSA,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,17,0.79,2,1539066088107
J9xZ9B39fShgF5rxL,be8a7a9e733bff9ad6637fb41eb68c7793a092fd94a17962eeca84a86be4335f,18,0.67,2,1539066088108
oJroPaBCqEmM4emjo,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,13,0.79,2,1539066102546
rromn2Hhoggogqaht,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,14,0.62,2,1539066102547
GmCiuzB3wh7Ech7yo,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,15,0.46,2,1539066102548
RYdHP8ndBzFn8yC62,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,16,0.49,2,1539066102550
mdGCDG4kaXGCaHzNz,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,17,0.52,2,1539066102551
cAGN2NugdD2eGRDPw,5dfff60c37f0d20ee205503304a57103951bedf4adf914e05f8aec6716c10c65,18,0.56,2,1539066102552
R4tzFa6kC5GiYpebB,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,1,0.75,2,1539067211778
ufofN5MRogCB5tbm2,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,2,0.3,2,1539067211779
t7AhPvKWBm2pZrnbD,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,3,0.15,2,1539067211780
fEyZjW2gM7vQEmKuz,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,4,0.9,2,1539067211782
nLYy4e7jSq8uHrx2s,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,5,0.8,2,1539067211783
Ri6pbasQ8xYBR4nx5,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,6,0.7,2,1539067211784
WtDAtZuyGdr2esxF3,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,7,0.95,2,1539067400378
Nmopirhxh26XiFXam,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,8,0.25,2,1539067400379
KcnkD3aXxEE4Wpp4t,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,9,0.25,2,1539067400380
YqFa7f2yJnvX4cTGW,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,10,0.2,2,1539067400380
LBPvCSKPMBeS68mEa,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,11,0.4,2,1539067400381
YDkGivoJ5HudT2SnX,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,12,0.15,2,1539067400382
qmHnZbHhxhxQst3Qe,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,13,0.7,2,1539067584596
CCbsruBJsqHf5oh2s,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,14,0.9,2,1539067584596
GFhEodrZz8qsCPRuH,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,15,0.75,2,1539067584596
CPfab2S7TNfJRJFQj,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,16,0.75,2,1539067584597
EejqYYk2Hha2apTdg,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,17,0.3,2,1539067584599
2w9ucabYR7ZzwdSgQ,d58654eb814269a217aa548f0b406bc8e8cf5ecb6986d45a69ce6ce5efd217b1,18,0.7,2,1539067584599
umgRMYF6djjnHhKDZ,62aa3bff5dc273de59a6dce68cf3c2c1ff347c1e7467ca7acf703f2ed6955162,1,0.79,4,1539067924342
